Pais;Provincia;Pontos;Preco
FR       ;Bordeaux         ;89;45
FR       ;Languedoc-Roussil;89;14
FR       ;Bordeaux         ;85;14
FR       ;Bordeaux         ;85;22
FR       ;Bordeaux         ;85;16
FR       ;Loire Valley     ;92;25
FR       ;Bordeaux         ;92;
FR       ;Provence         ;87;28
FR       ;Provence         ;88;16
FR       ;Provence         ;88;14
FR       ;Provence         ;88;10
FR       ;Provence         ;88;18
FR       ;Burgundy         ;85;28
FR       ;Burgundy         ;85;20
FR       ;Languedoc-Roussil;88;16
FR       ;Alsace           ;88;27
FR       ;Burgundy         ;88;52
FR       ;Loire Valley     ;87;17
FR       ;Burgundy         ;87;34
FR       ;Burgundy         ;93;130
FR       ;Burgundy         ;93;100
FR       ;Burgundy         ;93;197
FR       ;Burgundy         ;93;
FR       ;Burgundy         ;93;125
FR       ;Burgundy         ;93;107
FR       ;Burgundy         ;93;
FR       ;Burgundy         ;87;
FR       ;Bordeaux         ;88;15
FR       ;Bordeaux         ;88;15
FR       ;Champagne        ;88;
FR       ;France Other     ;86;23
FR       ;Burgundy         ;86;36
FR       ;Alsace           ;91;40
FR       ;Alsace           ;91;26
FR       ;Loire Valley     ;91;
FR       ;Alsace           ;86;23
FR       ;Alsace           ;86;19
FR       ;Burgundy         ;95;312
FR       ;Bordeaux         ;85;9
FR       ;Rhône Valley     ;89;27
FR       ;Champagne        ;95;
FR       ;Burgundy         ;96;73
FR       ;Burgundy         ;95;106
FR       ;Burgundy         ;95;
FR       ;Burgundy         ;95;42
FR       ;Burgundy         ;95;116
FR       ;Burgundy         ;95;
FR       ;Burgundy         ;95;105
FR       ;Burgundy         ;95;
FR       ;Bordeaux         ;89;18
FR       ;Bordeaux         ;89;25
FR       ;Burgundy         ;88;30
FR       ;Southwest France ;88;13
FR       ;Champagne        ;88;49
FR       ;Champagne        ;88;55
FR       ;Loire Valley     ;93;26
FR       ;Beaujolais       ;85;18
FR       ;Bordeaux         ;85;13
FR       ;Burgundy         ;85;32
FR       ;Southwest France ;85;
FR       ;Burgundy         ;85;
FR       ;Beaujolais       ;85;17
FR       ;Bordeaux         ;85;10
FR       ;Southwest France ;85;13
FR       ;Alsace           ;87;30
FR       ;Alsace           ;87;17
FR       ;Alsace           ;87;27
FR       ;Bordeaux         ;88;
FR       ;Champagne        ;88;65
FR       ;Bordeaux         ;88;35
FR       ;Champagne        ;88;49
FR       ;Alsace           ;88;28
FR       ;Alsace           ;85;25
FR       ;Alsace           ;85;19
FR       ;Alsace           ;85;15
FR       ;Southwest France ;89;
FR       ;Southwest France ;89;27
FR       ;France Other     ;89;23
FR       ;Beaujolais       ;88;18
FR       ;Languedoc-Roussil;89;17
FR       ;Southwest France ;89;19
FR       ;France Other     ;89;
FR       ;Languedoc-Roussil;89;26
FR       ;Burgundy         ;92;65
FR       ;Burgundy         ;92;63
FR       ;Loire Valley     ;92;50
FR       ;Loire Valley     ;92;35
FR       ;Burgundy         ;91;42
FR       ;Languedoc-Roussil;91;25
FR       ;Burgundy         ;91;35
FR       ;Languedoc-Roussil;91;39
FR       ;Burgundy         ;87;26
FR       ;Languedoc-Roussil;87;13
FR       ;Languedoc-Roussil;87;21
FR       ;Bordeaux         ;89;16
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;89;20
FR       ;Bordeaux         ;93;56
FR       ;Provence         ;92;36
FR       ;Provence         ;92;23
FR       ;Alsace           ;89;14
FR       ;Bordeaux         ;89;22
FR       ;Alsace           ;89;
FR       ;Bordeaux         ;92;
FR       ;Burgundy         ;93;94
FR       ;Rhône Valley     ;92;19
FR       ;Burgundy         ;92;65
FR       ;Burgundy         ;89;
FR       ;Burgundy         ;89;
FR       ;Languedoc-Roussil;89;45
FR       ;Loire Valley     ;89;30
FR       ;Burgundy         ;84;23
FR       ;Burgundy         ;84;15
FR       ;Beaujolais       ;86;9
FR       ;Loire Valley     ;91;30
FR       ;Loire Valley     ;91;33
FR       ;Provence         ;87;20
FR       ;Provence         ;87;17
FR       ;Champagne        ;84;45
FR       ;Champagne        ;84;
FR       ;Alsace           ;87;
FR       ;Languedoc-Roussil;87;20
FR       ;Alsace           ;87;
FR       ;Alsace           ;87;
FR       ;Alsace           ;91;26
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;20
FR       ;Bordeaux         ;91;38
FR       ;Bordeaux         ;91;13
FR       ;Alsace           ;91;24
FR       ;Alsace           ;91;32
FR       ;Rhône Valley     ;90;38
FR       ;Southwest France ;90;30
FR       ;Burgundy         ;90;57
FR       ;France Other     ;87;16
FR       ;Loire Valley     ;87;27
FR       ;Loire Valley     ;87;20
FR       ;Loire Valley     ;87;20
FR       ;France Other     ;87;10
FR       ;Loire Valley     ;87;25
FR       ;Loire Valley     ;87;15
FR       ;Provence         ;88;13
FR       ;Provence         ;88;25
FR       ;Provence         ;88;
FR       ;Provence         ;88;12
FR       ;Provence         ;88;
FR       ;Burgundy         ;88;35
FR       ;Provence         ;88;13
FR       ;Burgundy         ;88;25
FR       ;Alsace           ;88;18
FR       ;Alsace           ;88;19
FR       ;Alsace           ;88;29
FR       ;Alsace           ;93;66
FR       ;Alsace           ;93;78
FR       ;Burgundy         ;90;40
FR       ;Champagne        ;90;45
FR       ;Champagne        ;90;
FR       ;Alsace           ;87;15
FR       ;Alsace           ;87;19
FR       ;Rhône Valley     ;86;15
FR       ;France Other     ;86;10
FR       ;Southwest France ;86;15
FR       ;Provence         ;86;15
FR       ;Provence         ;90;20
FR       ;Provence         ;90;25
FR       ;Provence         ;90;25
FR       ;Provence         ;90;25
FR       ;Provence         ;90;18
FR       ;Loire Valley     ;88;
FR       ;Burgundy         ;88;35
FR       ;Loire Valley     ;88;24
FR       ;Bordeaux         ;90;27
FR       ;Bordeaux         ;90;17
FR       ;Bordeaux         ;90;17
FR       ;Bordeaux         ;90;40
FR       ;France Other     ;90;25
FR       ;Champagne        ;90;38
FR       ;Burgundy         ;90;
FR       ;France Other     ;89;
FR       ;France Other     ;89;
FR       ;Bordeaux         ;85;30
FR       ;Bordeaux         ;85;8
FR       ;Bordeaux         ;85;
FR       ;Bordeaux         ;90;32
FR       ;Bordeaux         ;90;42
FR       ;Bordeaux         ;90;60
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Alsace           ;92;60
FR       ;Alsace           ;92;59
FR       ;Burgundy         ;87;15
FR       ;Burgundy         ;87;14
FR       ;Burgundy         ;86;18
FR       ;Provence         ;90;18
FR       ;Southwest France ;90;20
FR       ;Provence         ;90;35
FR       ;Southwest France ;90;17
FR       ;Southwest France ;90;16
FR       ;Provence         ;83;10
FR       ;Bordeaux         ;84;16
FR       ;Loire Valley     ;84;20
FR       ;Bordeaux         ;84;12
FR       ;Southwest France ;87;20
FR       ;Rhône Valley     ;87;10
FR       ;Alsace           ;87;18
FR       ;Bordeaux         ;88;13
FR       ;Champagne        ;88;43
FR       ;Bordeaux         ;88;12
FR       ;Bordeaux         ;88;15
FR       ;Champagne        ;88;50
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;60
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;88;16
FR       ;Loire Valley     ;88;22
FR       ;Southwest France ;90;
FR       ;Bordeaux         ;89;25
FR       ;Burgundy         ;93;140
FR       ;Burgundy         ;93;90
FR       ;Loire Valley     ;86;16
FR       ;Burgundy         ;85;13
FR       ;Burgundy         ;89;35
FR       ;Burgundy         ;89;51
FR       ;Burgundy         ;89;35
FR       ;Southwest France ;91;
FR       ;Southwest France ;91;30
FR       ;Bordeaux         ;85;14
FR       ;Southwest France ;86;
FR       ;Bordeaux         ;85;
FR       ;Bordeaux         ;88;13
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;16
FR       ;Bordeaux         ;88;38
FR       ;Alsace           ;85;18
FR       ;Rhône Valley     ;86;12
FR       ;Southwest France ;90;14
FR       ;Burgundy         ;90;34
FR       ;Burgundy         ;89;25
FR       ;Burgundy         ;89;120
FR       ;Burgundy         ;92;48
FR       ;Loire Valley     ;91;26
FR       ;Loire Valley     ;91;20
FR       ;Loire Valley     ;91;50
FR       ;Loire Valley     ;90;20
FR       ;France Other     ;88;
FR       ;Loire Valley     ;81;10
FR       ;Bordeaux         ;100;1500
FR       ;Bordeaux         ;100;1500
FR       ;Bordeaux         ;99;
FR       ;Bordeaux         ;98;
FR       ;Bordeaux         ;98;
FR       ;Bordeaux         ;97;
FR       ;Bordeaux         ;97;
FR       ;Bordeaux         ;96;
FR       ;Bordeaux         ;90;40
FR       ;Bordeaux         ;90;40
FR       ;Bordeaux         ;90;35
FR       ;Bordeaux         ;90;50
FR       ;Alsace           ;90;20
FR       ;Southwest France ;86;8
FR       ;Loire Valley     ;86;
FR       ;Rhône Valley     ;91;80
FR       ;Rhône Valley     ;91;30
FR       ;Languedoc-Roussil;85;10
FR       ;Bordeaux         ;86;
FR       ;Southwest France ;86;10
FR       ;Bordeaux         ;86;15
FR       ;Bordeaux         ;86;17
FR       ;Bordeaux         ;86;20
FR       ;Bordeaux         ;85;12
FR       ;Burgundy         ;93;135
FR       ;Burgundy         ;93;160
FR       ;Burgundy         ;93;463
FR       ;Provence         ;93;33
FR       ;Alsace           ;93;36
FR       ;Alsace           ;93;53
FR       ;Southwest France ;88;16
FR       ;Southwest France ;88;
FR       ;Southwest France ;88;
FR       ;Southwest France ;88;22
FR       ;Alsace           ;82;
FR       ;Provence         ;89;15
FR       ;Provence         ;89;13
FR       ;Provence         ;89;32
FR       ;Bordeaux         ;88;20
FR       ;Burgundy         ;86;23
FR       ;Burgundy         ;86;43
FR       ;Burgundy         ;86;35
FR       ;Provence         ;88;22
FR       ;Provence         ;88;24
FR       ;Provence         ;88;21
FR       ;Provence         ;88;24
FR       ;Southwest France ;88;25
FR       ;Beaujolais       ;88;15
FR       ;Alsace           ;88;15
FR       ;Languedoc-Roussil;88;20
FR       ;Bordeaux         ;85;16
FR       ;France Other     ;85;18
FR       ;France Other     ;84;18
FR       ;Loire Valley     ;84;12
FR       ;Bordeaux         ;84;16
FR       ;Bordeaux         ;84;
FR       ;Bordeaux         ;84;14
FR       ;Loire Valley     ;93;30
FR       ;France Other     ;85;
FR       ;Southwest France ;85;12
FR       ;Beaujolais       ;85;14
FR       ;Alsace           ;87;15
FR       ;France Other     ;86;15
FR       ;Alsace           ;86;12
FR       ;Alsace           ;92;45
FR       ;Alsace           ;92;30
FR       ;Bordeaux         ;88;24
FR       ;Rhône Valley     ;88;10
FR       ;Southwest France ;88;12
FR       ;Rhône Valley     ;88;
FR       ;Burgundy         ;96;
FR       ;Burgundy         ;95;
FR       ;Burgundy         ;95;
FR       ;Burgundy         ;94;
FR       ;Alsace           ;89;110
FR       ;Beaujolais       ;88;18
FR       ;Alsace           ;88;20
FR       ;Champagne        ;88;30
FR       ;Beaujolais       ;88;
FR       ;Beaujolais       ;88;22
FR       ;Loire Valley     ;89;25
FR       ;Rhône Valley     ;88;13
FR       ;Loire Valley     ;88;19
FR       ;Loire Valley     ;88;25
FR       ;Southwest France ;86;8
FR       ;Provence         ;85;12
FR       ;France Other     ;86;12
FR       ;Provence         ;86;20
FR       ;Champagne        ;95;350
FR       ;Champagne        ;94;125
FR       ;Champagne        ;94;110
FR       ;Bordeaux         ;86;13
FR       ;Alsace           ;87;
FR       ;Burgundy         ;86;24
FR       ;Burgundy         ;86;30
FR       ;Languedoc-Roussil;83;
FR       ;Bordeaux         ;87;12
FR       ;Bordeaux         ;87;20
FR       ;Alsace           ;87;20
FR       ;Alsace           ;86;20
FR       ;Bordeaux         ;86;17
FR       ;Bordeaux         ;86;15
FR       ;Bordeaux         ;86;17
FR       ;Loire Valley     ;86;15
FR       ;Southwest France ;86;14
FR       ;Bordeaux         ;86;20
FR       ;Bordeaux         ;86;
FR       ;Burgundy         ;92;105
FR       ;Burgundy         ;92;45
FR       ;Burgundy         ;92;62
FR       ;Provence         ;92;27
FR       ;Bordeaux         ;88;30
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;
FR       ;France Other     ;88;20
FR       ;Alsace           ;88;15
FR       ;France Other     ;87;13
FR       ;Burgundy         ;87;40
FR       ;Burgundy         ;88;
FR       ;Beaujolais       ;88;
FR       ;Burgundy         ;88;120
FR       ;Loire Valley     ;91;25
FR       ;Beaujolais       ;85;24
FR       ;Southwest France ;85;11
FR       ;Southwest France ;85;12
FR       ;France Other     ;83;14
FR       ;France Other     ;83;12
FR       ;France Other     ;83;12
FR       ;France Other     ;82;10
FR       ;France Other     ;82;12
FR       ;France Other     ;82;19
FR       ;France Other     ;85;11
FR       ;Burgundy         ;87;35
FR       ;Provence         ;89;60
FR       ;Southwest France ;89;19
FR       ;Southwest France ;89;12
FR       ;Loire Valley     ;90;22
FR       ;Loire Valley     ;90;25
FR       ;Bordeaux         ;90;22
FR       ;Southwest France ;90;22
FR       ;France Other     ;90;
FR       ;Bordeaux         ;90;35
FR       ;France Other     ;90;20
FR       ;Alsace           ;90;27
FR       ;Bordeaux         ;90;35
FR       ;Burgundy         ;96;225
FR       ;Burgundy         ;96;
FR       ;Burgundy         ;95;
FR       ;Burgundy         ;95;400
FR       ;Burgundy         ;95;200
FR       ;Burgundy         ;94;
FR       ;Burgundy         ;94;1125
FR       ;Loire Valley     ;89;15
FR       ;Loire Valley     ;86;13
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;60
FR       ;Loire Valley     ;90;18
FR       ;Burgundy         ;91;50
FR       ;Burgundy         ;91;79
FR       ;Burgundy         ;91;30
FR       ;Beaujolais       ;88;21
FR       ;Rhône Valley     ;89;15
FR       ;Alsace           ;89;78
FR       ;Alsace           ;89;37
FR       ;Alsace           ;89;60
FR       ;Champagne        ;94;70
FR       ;Champagne        ;94;120
FR       ;Alsace           ;93;29
FR       ;Champagne        ;93;80
FR       ;Alsace           ;93;39
FR       ;Champagne        ;93;138
FR       ;Champagne        ;93;62
FR       ;Burgundy         ;85;19
FR       ;France Other     ;80;13
FR       ;Burgundy         ;90;
FR       ;Burgundy         ;90;11
FR       ;Provence         ;87;12
FR       ;Provence         ;87;15
FR       ;Provence         ;87;15
FR       ;Champagne        ;92;55
FR       ;Champagne        ;92;95
FR       ;Burgundy         ;92;36
FR       ;Alsace           ;91;40
FR       ;Alsace           ;91;45
FR       ;Burgundy         ;90;19
FR       ;Southwest France ;85;12
FR       ;Rhône Valley     ;85;12
FR       ;Rhône Valley     ;85;17
FR       ;France Other     ;86;10
FR       ;Loire Valley     ;86;23
FR       ;France Other     ;86;16
FR       ;Loire Valley     ;86;13
FR       ;France Other     ;85;15
FR       ;France Other     ;85;10
FR       ;Champagne        ;91;80
FR       ;Champagne        ;91;80
FR       ;Champagne        ;90;40
FR       ;Bordeaux         ;87;18
FR       ;Bordeaux         ;87;15
FR       ;Loire Valley     ;87;18
FR       ;Loire Valley     ;87;22
FR       ;Loire Valley     ;87;20
FR       ;Champagne        ;92;68
FR       ;Champagne        ;92;112
FR       ;Burgundy         ;92;180
FR       ;Champagne        ;92;75
FR       ;Burgundy         ;88;20
FR       ;Burgundy         ;88;77
FR       ;France Other     ;88;20
FR       ;Bordeaux         ;88;16
FR       ;Alsace           ;83;
FR       ;Champagne        ;88;51
FR       ;Loire Valley     ;88;15
FR       ;Loire Valley     ;88;
FR       ;Provence         ;89;19
FR       ;France Other     ;90;25
FR       ;Southwest France ;88;19
FR       ;Southwest France ;88;20
FR       ;Champagne        ;91;60
FR       ;Champagne        ;91;70
FR       ;Champagne        ;91;50
FR       ;Burgundy         ;89;31
FR       ;Burgundy         ;89;65
FR       ;Loire Valley     ;85;15
FR       ;Bordeaux         ;85;14
FR       ;Alsace           ;92;30
FR       ;Loire Valley     ;92;
FR       ;Rhône Valley     ;87;18
FR       ;Rhône Valley     ;87;15
FR       ;Rhône Valley     ;86;18
FR       ;Champagne        ;87;48
FR       ;Loire Valley     ;87;17
FR       ;Loire Valley     ;87;17
FR       ;Bordeaux         ;88;13
FR       ;Champagne        ;88;53
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;39
FR       ;Southwest France ;93;24
FR       ;Southwest France ;93;68
FR       ;Bordeaux         ;85;25
FR       ;Bordeaux         ;85;17
FR       ;Bordeaux         ;85;
FR       ;Rhône Valley     ;89;70
FR       ;Bordeaux         ;88;53
FR       ;Rhône Valley     ;88;28
FR       ;Loire Valley     ;92;60
FR       ;Burgundy         ;88;34
FR       ;Bordeaux         ;88;14
FR       ;Burgundy         ;88;48
FR       ;Burgundy         ;94;70
FR       ;Loire Valley     ;94;35
FR       ;Loire Valley     ;94;65
FR       ;Burgundy         ;94;140
FR       ;Loire Valley     ;93;35
FR       ;Burgundy         ;93;104
FR       ;Burgundy         ;87;34
FR       ;Loire Valley     ;91;17
FR       ;Rhône Valley     ;91;30
FR       ;Rhône Valley     ;91;40
FR       ;Alsace           ;88;
FR       ;Burgundy         ;88;
FR       ;Burgundy         ;88;
FR       ;Loire Valley     ;92;23
FR       ;Burgundy         ;91;65
FR       ;Burgundy         ;91;90
FR       ;Burgundy         ;91;55
FR       ;Burgundy         ;91;30
FR       ;Burgundy         ;91;30
FR       ;Burgundy         ;91;75
FR       ;Burgundy         ;90;35
FR       ;Burgundy         ;90;40
FR       ;Burgundy         ;90;
FR       ;Rhône Valley     ;91;58
FR       ;Rhône Valley     ;91;120
FR       ;Alsace           ;88;
FR       ;Provence         ;88;
FR       ;France Other     ;90;22
FR       ;France Other     ;90;
FR       ;Southwest France ;89;
FR       ;Loire Valley     ;89;17
FR       ;Champagne        ;94;250
FR       ;Champagne        ;94;105
FR       ;Alsace           ;94;36
FR       ;Alsace           ;94;55
FR       ;Alsace           ;94;55
FR       ;Burgundy         ;88;
FR       ;Alsace           ;88;24
FR       ;France Other     ;88;17
FR       ;Alsace           ;88;20
FR       ;Burgundy         ;88;25
FR       ;Champagne        ;88;90
FR       ;Burgundy         ;87;25
FR       ;Champagne        ;90;49
FR       ;Bordeaux         ;90;18
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;
FR       ;Burgundy         ;93;67
FR       ;Burgundy         ;93;87
FR       ;Burgundy         ;93;130
FR       ;Burgundy         ;93;
FR       ;Burgundy         ;93;145
FR       ;Burgundy         ;93;
FR       ;Champagne        ;92;50
FR       ;Loire Valley     ;91;30
FR       ;Loire Valley     ;91;50
FR       ;Rhône Valley     ;91;26
FR       ;Rhône Valley     ;91;44
FR       ;Southwest France ;87;
FR       ;Champagne        ;89;37
FR       ;Beaujolais       ;87;14
FR       ;Beaujolais       ;87;
FR       ;Bordeaux         ;88;80
FR       ;Bordeaux         ;88;18
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;38
FR       ;Bordeaux         ;88;
FR       ;Bordeaux         ;88;70
FR       ;Beaujolais       ;82;14
FR       ;Loire Valley     ;93;35
FR       ;Alsace           ;91;27
FR       ;Alsace           ;91;32
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;35
FR       ;Provence         ;91;30
FR       ;Provence         ;91;30
FR       ;Champagne        ;91;72
FR       ;Champagne        ;91;399
FR       ;Southwest France ;93;30
FR       ;Southwest France ;93;35
FR       ;Southwest France ;93;25
FR       ;Alsace           ;88;
FR       ;Burgundy         ;88;41
FR       ;Alsace           ;88;
FR       ;Alsace           ;88;
FR       ;Alsace           ;88;18
FR       ;Bordeaux         ;88;17
FR       ;Bordeaux         ;88;17
FR       ;Bordeaux         ;88;12
FR       ;Loire Valley     ;88;13
FR       ;Burgundy         ;90;64
FR       ;Bordeaux         ;99;
FR       ;Bordeaux         ;99;
FR       ;Bordeaux         ;98;
FR       ;Bordeaux         ;97;
FR       ;Bordeaux         ;97;
FR       ;Bordeaux         ;97;
FR       ;Burgundy         ;88;86
FR       ;Beaujolais       ;88;
FR       ;Burgundy         ;88;
FR       ;Bordeaux         ;82;14
FR       ;Rhône Valley     ;82;13
FR       ;Bordeaux         ;82;15
FR       ;Alsace           ;96;48
FR       ;Alsace           ;95;80
FR       ;Loire Valley     ;90;42
FR       ;Beaujolais       ;90;16
FR       ;Beaujolais       ;90;20
FR       ;Rhône Valley     ;89;20
FR       ;Beaujolais       ;89;15
FR       ;Bordeaux         ;85;12
FR       ;Bordeaux         ;85;45
FR       ;Bordeaux         ;85;17
FR       ;Bordeaux         ;85;10
FR       ;Beaujolais       ;90;
FR       ;Beaujolais       ;85;10
FR       ;Burgundy         ;85;
FR       ;Burgundy         ;88;19
FR       ;Champagne        ;88;55
FR       ;Southwest France ;88;16
FR       ;Loire Valley     ;87;27
FR       ;Loire Valley     ;87;
FR       ;France Other     ;87;15
FR       ;Champagne        ;87;
FR       ;Provence         ;88;25
FR       ;Alsace           ;88;22
FR       ;Alsace           ;88;28
FR       ;Alsace           ;90;25
FR       ;Rhône Valley     ;88;20
FR       ;Rhône Valley     ;88;16
FR       ;Southwest France ;88;15
FR       ;Southwest France ;92;35
FR       ;Southwest France ;92;17
FR       ;Provence         ;87;19
FR       ;Provence         ;87;15
FR       ;Beaujolais       ;89;26
FR       ;Beaujolais       ;89;26
FR       ;Burgundy         ;89;25
FR       ;Burgundy         ;89;20
FR       ;Burgundy         ;89;29
FR       ;Burgundy         ;89;50
FR       ;Loire Valley     ;89;30
FR       ;Loire Valley     ;86;11
FR       ;Bordeaux         ;94;74
FR       ;Champagne        ;89;49
FR       ;Champagne        ;89;40
FR       ;Bordeaux         ;89;20
FR       ;Champagne        ;88;55
FR       ;Bordeaux         ;91;15
FR       ;Bordeaux         ;91;15
FR       ;Beaujolais       ;84;10
FR       ;Rhône Valley     ;88;45
FR       ;Southwest France ;86;
FR       ;Southwest France ;86;7
FR       ;Burgundy         ;93;
FR       ;Burgundy         ;93;
FR       ;Burgundy         ;93;115
FR       ;Burgundy         ;93;120
FR       ;Burgundy         ;93;91
FR       ;Burgundy         ;93;113
FR       ;Provence         ;85;
FR       ;Loire Valley     ;88;28
FR       ;Loire Valley     ;88;18
FR       ;Burgundy         ;88;20
FR       ;Burgundy         ;88;23
FR       ;Burgundy         ;88;35
FR       ;Loire Valley     ;88;27
FR       ;Languedoc-Roussil;95;350
FR       ;Southwest France ;93;60
FR       ;Southwest France ;93;
FR       ;Loire Valley     ;89;
FR       ;Loire Valley     ;89;
FR       ;Alsace           ;89;20
FR       ;France Other     ;87;18
FR       ;Champagne        ;86;160
FR       ;Loire Valley     ;88;16
FR       ;Provence         ;88;
FR       ;Languedoc-Roussil;88;35
FR       ;Alsace           ;91;33
FR       ;Alsace           ;91;35
FR       ;Alsace           ;91;32
FR       ;Alsace           ;91;38
FR       ;Burgundy         ;91;
FR       ;Provence         ;90;20
FR       ;Bordeaux         ;90;20
FR       ;Provence         ;90;24
FR       ;Provence         ;90;
FR       ;Provence         ;90;
FR       ;Burgundy         ;91;55
FR       ;Bordeaux         ;88;15
FR       ;Loire Valley     ;88;12
FR       ;Bordeaux         ;88;
FR       ;Loire Valley     ;90;
FR       ;Loire Valley     ;89;
FR       ;Burgundy         ;94;
FR       ;Burgundy         ;94;75
FR       ;Bordeaux         ;86;10
FR       ;Bordeaux         ;86;20
FR       ;Bordeaux         ;85;18
FR       ;Bordeaux         ;85;17
FR       ;Bordeaux         ;85;10
FR       ;Bordeaux         ;85;12
FR       ;Loire Valley     ;88;
FR       ;Bordeaux         ;87;22
FR       ;Burgundy         ;91;57
FR       ;Burgundy         ;91;
FR       ;Burgundy         ;91;35
FR       ;Burgundy         ;91;70
FR       ;Burgundy         ;91;
FR       ;Burgundy         ;91;
FR       ;Loire Valley     ;92;22
FR       ;Loire Valley     ;92;40
FR       ;Loire Valley     ;92;33
FR       ;Loire Valley     ;92;65
FR       ;Bordeaux         ;86;26
FR       ;Loire Valley     ;86;20
FR       ;Loire Valley     ;86;30
FR       ;Southwest France ;94;20
FR       ;Southwest France ;94;20
FR       ;Southwest France ;93;19
FR       ;Southwest France ;92;27
FR       ;Southwest France ;92;25
FR       ;Loire Valley     ;86;19
FR       ;Beaujolais       ;85;10
FR       ;France Other     ;85;13
FR       ;Loire Valley     ;85;11
FR       ;Alsace           ;92;30
FR       ;Alsace           ;92;27
FR       ;Loire Valley     ;92;19
FR       ;Alsace           ;92;20
FR       ;Loire Valley     ;92;25
FR       ;Alsace           ;84;25
FR       ;Bordeaux         ;90;25
FR       ;Bordeaux         ;90;30
FR       ;Alsace           ;90;24
FR       ;Bordeaux         ;90;15
FR       ;Bordeaux         ;89;12
FR       ;Burgundy         ;89;48
FR       ;Alsace           ;89;24
FR       ;Champagne        ;86;40
FR       ;Burgundy         ;93;
FR       ;Rhône Valley     ;93;70
FR       ;Bordeaux         ;88;12
FR       ;Loire Valley     ;88;25
FR       ;Bordeaux         ;88;10
FR       ;Bordeaux         ;88;15
FR       ;Alsace           ;88;14
FR       ;Provence         ;89;28
FR       ;Provence         ;89;30
FR       ;Beaujolais       ;88;22
FR       ;Beaujolais       ;88;20
FR       ;Champagne        ;88;60
FR       ;Champagne        ;88;45
FR       ;Alsace           ;93;40
FR       ;Southwest France ;93;29
FR       ;Alsace           ;93;22
FR       ;Alsace           ;93;48
FR       ;Alsace           ;93;55
FR       ;Alsace           ;93;43
FR       ;Provence         ;89;12
FR       ;Provence         ;89;26
FR       ;Languedoc-Roussil;91;75
FR       ;Alsace           ;86;
FR       ;Alsace           ;86;
FR       ;Alsace           ;86;
FR       ;Alsace           ;86;
FR       ;Alsace           ;84;
FR       ;Southwest France ;83;12
FR       ;Loire Valley     ;90;18
FR       ;Loire Valley     ;90;16
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;26
FR       ;Bordeaux         ;87;20
FR       ;Bordeaux         ;87;30
FR       ;Bordeaux         ;87;17
FR       ;Bordeaux         ;87;7
FR       ;Bordeaux         ;87;19
FR       ;Bordeaux         ;87;30
FR       ;Bordeaux         ;87;25
FR       ;Alsace           ;89;20
FR       ;Provence         ;89;
FR       ;Bordeaux         ;89;40
FR       ;Champagne        ;88;70
FR       ;Champagne        ;88;60
FR       ;Burgundy         ;88;80
FR       ;Burgundy         ;88;19
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;86;30
FR       ;Bordeaux         ;86;9
FR       ;Alsace           ;86;22
FR       ;France Other     ;86;15
FR       ;Alsace           ;86;12
FR       ;Alsace           ;86;14
FR       ;Languedoc-Roussil;86;9
FR       ;Bordeaux         ;91;76
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;91;
FR       ;Burgundy         ;93;
FR       ;Burgundy         ;92;55
FR       ;Burgundy         ;92;125
FR       ;Burgundy         ;92;
FR       ;Burgundy         ;92;100
FR       ;Burgundy         ;92;160
FR       ;Burgundy         ;88;18
FR       ;Alsace           ;89;24
FR       ;Alsace           ;89;40
FR       ;Alsace           ;89;23
FR       ;Alsace           ;92;28
FR       ;Alsace           ;92;30
FR       ;Southwest France ;90;
FR       ;Rhône Valley     ;85;18
FR       ;Rhône Valley     ;84;9
FR       ;Burgundy         ;86;45
FR       ;France Other     ;85;10
FR       ;Provence         ;85;13
FR       ;France Other     ;85;16
FR       ;France Other     ;85;10
FR       ;France Other     ;85;10
FR       ;Provence         ;85;15
FR       ;Alsace           ;88;24
FR       ;Beaujolais       ;88;
